voice_id,name,language,gender,preview_audio,support_interactive_avatar,support_locale
701421fc4785448491bfb6b1f68b191e,T.W.Tucker,English,male,N/A,N/A,True
70510b025b614f84a016da73f5a63268,Jack Sullivan - Serious 😐,English,male,N/A,N/A,True
708dbcaaea4648a3b7d1fbba50b7d90e,Winter,English,female,N/A,N/A,True
712534c680f94736aa0f5b47e4b58da9,Mireia - Lifelike,English,female,https://resource.heygen.ai/text_to_speech/aAug7z6632YmbP36aaQTf5.mp3,N/A,True
7186e6c16ea840e9b78bd40c07ad20b0,Georgia,English,female,N/A,N/A,True
71ab24286a02428f8b6bea5e52a802f2,Stella,English,female,N/A,N/A,True
72a90016199b4a31bd6d8a003eef8ee2,Masha - Lifelike,English,female,https://resource.heygen.ai/text_to_speech/HDMBn4or5uC9bKHE8XkGsb.mp3,N/A,True
7330aa52122d457a9d05feb0c78feb3c,Charming Charles - Friendly 😊,English,male,N/A,N/A,True
73eff2dc6f8649c78fbb8f2b96021f94,"Sophie Vale
 - Excited 🤩",English,female,N/A,N/A,True
7406dfa87d694270a659dba4edfb1819,Serenity,English,female,N/A,N/A,True
748d08eb00634e03b17c524d1e957fc6,June - Lifelike,English,female,https://resource.heygen.ai/text_to_speech/vMWu88quJmBwKNFryV5LAb.mp3,N/A,True
74a00722f0b04a23856fc5281456f1fd,Annie - Excited,English,female,N/A,N/A,True
74acc2f2045543dab4e0f1f410592a51,Ralph,English,male,N/A,N/A,True
75087b6898fc468a97f1ad08f1d12962,Henry Aldridge,English,male,https://resource.heygen.ai/text_to_speech/r7f448CNcWqmCqwZFTgasT.mp3,N/A,True
758fe6b6c42c409eb0367d31df091022,Bethany,English,female,N/A,N/A,True
75a5a6de69204dc9ba448158d1b6a8de,Dominic,English,male,https://resource.heygen.ai/text_to_speech/Wm3CqEVvZq87QetcwEBeeE.mp3,N/A,True
75af67cc2ceb498681d0085bb56bddc3,Mason Finn,English,male,https://resource.heygen.ai/text_to_speech/cHpG2DUJVYofXuSpsgsQNm.mp3,N/A,True
75f137ffc569404da8977845593466ce,Leena,English,female,N/A,N/A,True
7628976b151a4741a65bb5760ce71ce5,Veteran Victor,English,male,https://resource.heygen.ai/text_to_speech/XnGY8hcpsXbeS5d4ReJa9P.mp3,N/A,True
76732a0e3ca0426fa236e155f8503b34,Tamara,English,female,N/A,N/A,True
76d38d2180e74bf29baf916be2578bac,Nik Public,English,male,https://resource.heygen.ai/text_to_speech/locale=en-USmodel=id=hNvp3PucfF2RYYxb4RW79V.mp3,N/A,True
76ec467665e045a192fa035451bb5cb3,Storyteller Ollie - Serious 😐,English,male,N/A,N/A,True
777860a560954b1b8e7a3a985f06d348,Annie - Lifelike,English,female,https://resource2.heygen.ai/text_to_speech/561ac7e163fa4d42a9115b5db9beeaf6/330290724a1b470fb63153f34d4c0183/id=8a40de08-a60e-4d1a-8d03-066c135ebb93&locale=en-US.wav,N/A,True
77a8b81df32f482f851684c5e2ebb0d2,Calm Chloe,English,female,https://resource.heygen.ai/text_to_speech/qvac3DDRcdLpoG8EJiWMzJ.mp3,N/A,True
77e5dd78cb894968b8690405d9a19270,Brenda - UGC - 3.mp4,English,female,https://static.heygen.ai/instant_avatar/voice_clone/b2c18cc939c84942bddcbad080e9d861/voice_previews/4a4cb655dbb24de485141b29128be3aa.wav,N/A,True
78238955eeb14ba1a8b0bc5ca7ea0252,Sevik,English,male,N/A,N/A,True
78469b68a27a4165840bb083c69ab5ab,Reilly,English,female,https://resource.heygen.ai/text_to_voice_preview/b2c18cc939c84942bddcbad080e9d861/s3NDJjcpgI2PZWntwKet.mp3,N/A,True
791b008968c34a1797a50ba517c9e2dd,Raul,English,male,N/A,N/A,True
797f084e219c426a9ef32e7dc9a3b960,Imposing Ian,English,male,https://resource.heygen.ai/text_to_speech/kpzA5ugtCwc4WWmvyyWATH.mp3,N/A,True
79cb233e53e04419aa6f86db0ce8b192,Georgia - Lifelike - Friendly 😊,English,female,N/A,N/A,True
79d9a0758b1f406ebe8ac3e52e09adb1,Relaxed Ray,English,male,https://resource.heygen.ai/text_to_speech/g2uht4XfBzzfymJXwWVCzP.mp3,N/A,True
7a544b76e07648849ed54617f18ea280,Dexter - Professional,English,male,https://resource.heygen.ai/text_to_speech/locale=model=id=U2g7uDbKKd4qubtwoEsmZg.mp3,N/A,True
7a7736bd88074ffe9664f43f382715aa,Yogi Scott,English,male,https://resource.heygen.ai/text_to_speech/3S6cfUT84PhZvD5mrb2bhb.mp3,N/A,True
7aafc1296f5c4d418703c5716d83a4a0,Peppy Priya - Excited 🤩,English,female,N/A,N/A,True
7ac5306bd4964b45bb59b531567e6a41,Relaxed Rick,English,male,https://resource.heygen.ai/text_to_speech/f7YHBmPb9XozM4brQyM45N.mp3,N/A,True
7b146bd4bffa419d8454790ca92d611e,Autumn - UGC 2,English,female,https://static.heygen.ai/instant_avatar/voice_clone/b2c18cc939c84942bddcbad080e9d861/voice_previews/b5e543d07d7148cbb06ebaa8ad832315.wav,N/A,True
7b2f187526f04fd78b281123782e0012,Instructive Isabelle - Excited 🤩,English,female,N/A,N/A,True
7b58eed1727a41ccbb199e4762364d39,Rupert Blackwood,English,male,https://resource.heygen.ai/text_to_speech/XqiTEsydL8pmNWHnkjwV2X.mp3,N/A,True
7b5ac0f8b9f349f3beee120581a1ad33,Ginny,English,female,N/A,N/A,True
7baaa2055d2e491f85d9071f6edff9de,Milo Baxter,English,male,https://resource.heygen.ai/text_to_speech/PUpgFDfSMAURA9NAUvYZ2M.mp3,N/A,True
7BavTbC2Rajdn3AjOzub,Baltazar - Voice 1,English,unknown,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/7BavTbC2Rajdn3AjOzub.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251109%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251109T210638Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=194ddcb68f50c32d92e178c306184ed38c03e1823664fe5b8429c4fec6f8ae79,N/A,True
7c34f2f432d94cd9b3ace5bd209f70b0,Reliable Nora,English,female,https://resource.heygen.ai/text_to_speech/MHuT4Ts3cpNLTPaYMGvY8c.mp3,N/A,True
7c5YdWb0GUuvb88qmSn9,News Reporter - Voice 1,English,unknown,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/7c5YdWb0GUuvb88qmSn9.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251119%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251119T031621Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f00177d4773660c6337e146d53891f132aac4bee5a81a31d620946f7fa2c3e59,N/A,True
7c66cda484de4960899408fcfb72b86c,Gentle Gemma,English,female,https://resource.heygen.ai/text_to_speech/sdtHVgeupUpRbHu4Pds6dS.mp3,N/A,True
7ce0b7f2a17f4564bb4410fb3fd03b5b,Julie,English,female,N/A,N/A,True
7CxwfWXkMMNrRYeaOJoU,Aya - Voice 1,English,unknown,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/7CxwfWXkMMNrRYeaOJoU.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251201%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251201T141713Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=16ead02d35c953a71a508b1d5832e29ebf1fd1aff3505eed519ba4c964780eda,N/A,True
7d51c2b51e104c18adec15901565f9fd,Plain Joe - Broadcaster 🎙️,English,male,N/A,N/A,True
7d79140eee4d4589a3ef58fd9d07e6d9,Lauren,English,female,N/A,N/A,True
7df8d935368b477698024e6a3ba84d0e,Silvia,English,female,N/A,N/A,True
7e27870bdb5e49ff802b99954ec6cf2e,DJ Troy,English,male,https://resource.heygen.ai/text_to_speech/ddBAgxjmXt3WA3pExpmeZK.mp3,N/A,True
7ea3582d4da8417dbb515d43f6132591,Tahlia Brooks,English,female,https://resource.heygen.ai/text_to_speech/MjJoikUZSKnatsCyyQ23DG.mp3,N/A,True
7eae1818778d41388eae9f9da3b904dc,Daniel Hayes,English,male,https://resource.heygen.ai/text_to_speech/7x9wdbzYWJud9rWEAszuzT.mp3,N/A,True
7f5cde2aa27148389255dd006c22c016,Stella Zhu,English,female,N/A,N/A,True
7ffb69e578d4492587493c26ebcabc31,Judy - Professional,English,female,https://resource.heygen.ai/text_to_speech/locale=model=id=XaEnBUj8JmBNtRUTWsZbkL.mp3,N/A,True
7kPyZUahZMrq0mxvD7BC,Mr Cristmas - Voice 1,English,unknown,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/7kPyZUahZMrq0mxvD7BC.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251125%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251125T183511Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=bc68941d6c69cc8e6c08f05b7db9c58eb247c2a14bc4eb5c01a59b5d1444171b,N/A,True
7UIMGgna2N1ZFufAdf6d,DILAI - Voice 1,English,female,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/7UIMGgna2N1ZFufAdf6d.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251016%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251016T191733Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e1651f1bfedf7bf90a64768936862e59f7ea7b07de2cde29557e76afda20786b,N/A,True
7WcEoReoESgy4ywC4C4V,mimimi - Voice 1,English,female,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/7WcEoReoESgy4ywC4C4V.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251107%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251107T071306Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=96a64072dfa27090df58659106c5687378a2f63306b1b991317a52bc8bcd4ca5,N/A,True
808a781f0c8e43dcb89636df6040143c,Maximilian,English,male,N/A,N/A,True
80b0dfca00bc49afba0a2127414957f7,Stephanie,English,female,N/A,N/A,True
80b6e0a9cd6d4c54ae5789f3cd679e31,Deep Douglas,English,male,https://resource.heygen.ai/text_to_speech/528wrz4R6G49uui4LT5LPK.mp3,N/A,True
80cc120dfa1d4bc2ab8d8140f3ac7d90,Ann,English,female,N/A,N/A,True
80d52cb75739467c9d59c086600604eb,Composed Carla,English,female,https://resource.heygen.ai/text_to_speech/mSJU23mShbCDXeAJGMHRXM.mp3,N/A,True
8102dc7149fb4b8fa598bcd68cf24132,Ezran,English,male,N/A,N/A,True
810ea13d55f045b68c75cbcbda7ce14a,Shawn,English,male,N/A,N/A,True
812d4eea4a8442a382dcaf2dbaddbd93,Daphne,English,female,N/A,N/A,True
815ed33648a24395a305bed6357eb73c,Claire Lawson,English,female,https://resource.heygen.ai/text_to_speech/tfsqtwsC2UVyuYmQtMr3jX.mp3,N/A,True
81dd577b721b44c09ae388f3983ba211,Affable Alice,English,female,https://resource.heygen.ai/text_to_speech/Z5ca2q7mJjpTAc6GnWpBjj.mp3,N/A,True
8217ce4716a34615a75beec0685dbba8,Tahlia,English,female,N/A,N/A,True
8231d7e4fd2746f88592b67472101709,Jennifer - UGC 1.mp4,English,female,https://static.heygen.ai/instant_avatar/voice_clone/b2c18cc939c84942bddcbad080e9d861/voice_previews/eb40f4f68dc34ced93a63033a7ab5e9d.wav,N/A,True
8275926614aa43d894157d7904ad70b3,Anxious Allen,English,male,https://resource.heygen.ai/text_to_speech/xdPLERzwSxebfpTcdrT2iB.mp3,N/A,True
827d0da125f140fd8b6d010f32cd9f2e,Jack Sterling - Friendly 😊,English,male,N/A,N/A,True
82aa66b207d641bdbfacca4174cfa326,Zayne,English,male,N/A,N/A,True
82dab285c4e14ff194b3140d7bdf681d,Nina,English,female,N/A,N/A,True
82e7dad5136942bca1a67bb90d95f1b7,Oliver Hart,English,male,https://resource.heygen.ai/text_to_speech/gLFEhxMCZFaiqnthkWXvYH.mp3,N/A,True
8306cdb11d0d43dc90eff0772828c725,Lea in car - Friendly 😊,English,female,N/A,N/A,True
babbbe8aeb5f442aa1b20903c7fa99b9,Mike,English,male,N/A,N/A,True
bad86f2c05d843c3901e110fbddbe86a,Fernando,English,male,N/A,N/A,True
bb5c3595bb4b47e5b8fd0a688c4d1017,Sonja,English,female,N/A,N/A,True
bb7b00990ce0483ab1e6bd1122ec658f,Georgia - Excited,English,female,N/A,N/A,True
bb98453542504750a5c2fc0fc19e3299,Hank,English,male,https://resource.heygen.ai/text_to_speech/Gaz7n3dMmfmVk4ggZSkRLX.mp3,N/A,True
bb9907f77f44479996299a56bb04ac49,Anders,English,male,N/A,N/A,True
bca6c6aadc7f465fb72ec30e35975094,Grim Gregory,English,male,https://resource.heygen.ai/text_to_speech/6XnmJbKYKKBnQ5sD7rGji3.mp3,N/A,True
bcb221688ca14a2788f5e30dce505b7d,Linda,English,female,N/A,N/A,True
bcdcc5866ae94539b1a8101508552b98,Theo,English,male,N/A,N/A,True
bd467e125857447990739f9473df07f7,Kwame the Great - Angry 😡,English,male,N/A,N/A,True
bd88131dc66a4f1582d33e0c7b23e49e,Lovely Luna  - Friendly 😊,English,female,N/A,N/A,True
bd9106cb6c9949449bac016c271bd657,Bryan - Professional,English,male,https://resource.heygen.ai/text_to_speech/locale=model=id=7tr9hYLmjaVn5oKf3uDhE7.mp3,N/A,True
bd9428b49722494bb4def9b1a8292c9a,Noble Nathan,English,male,https://resource.heygen.ai/text_to_speech/cDCCXYTK8ZLcQgqe66oSUN.mp3,N/A,True
beac6061ade8472e83bb8edf1f8f943d,Logan Hayes - Soothing 🌼,English,male,N/A,N/A,True
bec27d7fda944adbb8ec5368acfe3d30,Lehka  - Excited 🤩,English,female,N/A,N/A,True
beda795369e7487b863b0e7b82a82bd3,Bryan - Professional,English,male,https://resource.heygen.ai/text_to_speech/locale=model=id=7tr9hYLmjaVn5oKf3uDhE7.mp3,N/A,True
bf3cebfc4161401895b56c784cc1c3f2,Betania,English,female,N/A,N/A,True
bfa319fcf29646678baa4716c7f72f86,Olivia,English,female,N/A,N/A,True
bfe791cfc5f64e0fa8f446a05e9654a3,Dynamic Derek - Excited 🤩,English,male,N/A,N/A,True
bg7iTnsZTOyGWmkjhH9a,loly - Voice 1,English,female,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/bg7iTnsZTOyGWmkjhH9a.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251101%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251101T120334Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=581d938b72f931bf72c2da7bcd9897436c3a2ef8d4d00b746b2a1123415fea10,N/A,True
bocbNWiKlKbNjfE1RrHM,Neo - Voice 1,English,female,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/bocbNWiKlKbNjfE1RrHM.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251007T082545Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=62032d52e10b944d10dbfcbf356762fbd6bf79ab3085568dd905b272761a304a,N/A,True
bp98RGtIg2jFQ8nuH3vD,HPT Nam 2 - Voice 1,English,male,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/bp98RGtIg2jFQ8nuH3vD.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20250909%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20250909T024541Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=150ff04983d8a5e04850757e6da8ac3ede339259e3cbecab350de99d82ca7445,N/A,True
BpsKXobALaYDTfPJzz4T,atlas - Voice 1,English,male,https://heygen-product.s3-accelerate.amazonaws.com/voice-design/previews/BpsKXobALaYDTfPJzz4T.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3FLD4S3AUVE3T26R%2F20251009%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20251009T194405Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=26ac4885185566d11cc1e7a9e36eaabe3833042524d1a363a9cf7c1eb67e386c,N/A,True
c022ff2ce9f0491cb099d3d2f74c7ed1,Mark,English,male,N/A,N/A,True
c02e9a6b77bb4707b7c579378ee0aede,Tranquil Tim,English,male,https://resource.heygen.ai/text_to_speech/LAYQKrd4wAMQe2tYorYsjF.mp3,N/A,True
c03d523c354546c4b5977499a02568ae,Mathis,English,male,N/A,N/A,True
c0590110f2c94e01b349237e78edb7d1,Albert,English,male,N/A,N/A,True
c096f651e1b54e96a78ce6267562608c,Hudson,English,male,N/A,N/A,True
c0a49ed66db84ce1a725941fb4f63ecd,Frédo le Jurassien,English,male,N/A,N/A,True
c0c5ccc1a4ae4768be8d4fb8bd424baf,Morgan,English,female,https://static.heygen.ai/instant_avatar/voice_clone/561ac7e163fa4d42a9115b5db9beeaf6/voice_previews/7fddbe2bc494401b8c76c10f484fcd67.wav,N/A,True
c0d3fb6b562b423ba95f46f6b8eb370f,Shawn - Excited,English,male,N/A,N/A,True
c1d64d8fcdc2487bbe52d78b6560c05d,Silvia,English,female,N/A,N/A,True
c1fd28dad31e489782a7ccea8613b664,Affable Alex,English,male,https://resource.heygen.ai/text_to_speech/3eLt3CXhWzYhyE24y27GyW.mp3,N/A,True
c287382debfe478180a3042c64c97e1a,Samuel,English,male,N/A,N/A,True
c29e58ab66724fe281e7bb9745805966,Yogi Scott - Friendly 😊,English,male,N/A,N/A,True
c2bd14ff81e24ac590673c89c30a869f,Sir Henry,English,male,https://resource.heygen.ai/text_to_speech/oaBguK6Kkq5GMKYroXJ2N6.mp3,N/A,True
c2d3e0895aa34e0980619358f9cda813,Bradley - Informative,English,male,N/A,N/A,True
c2efd58fc127405695a46491c637bbbd,Charming Charles - Friendly 😊,English,male,N/A,N/A,True
c36e81ef700d4a4ba8a78f5c6db27db4,Jonas,English,male,https://resource.heygen.ai/text_to_voice_preview/b2c18cc939c84942bddcbad080e9d861/teQRzTsmfj2ydHlXDbnk.mp3,N/A,True
c3870e317e1b49f39ded54c16d1a5aba,Onat,English,male,N/A,N/A,True
c4313f9f0b214a7a8189c134736ce897,Abigail - Lifelike,English,female,https://resource.heygen.ai/text_to_speech/Q8qJJgtxaDkm6q8QVXg9fj.mp3,N/A,True
c44bc728a3b040b186fcb70712a5000a,Kathy,English,female,N/A,N/A,True
c45c9839998642ae98e6876d00bb8767,Silvia,English,female,N/A,N/A,True
c4697846251d46c5b9cd9f04bfbc645e,Owen,English,male,N/A,N/A,True
c4f98f419e68484babea9ae2d7308fe9,Brit Narrator,English,male,https://resource.heygen.ai/text_to_speech/m5Rv6njk8wZXK2ARUwAyMb.mp3,N/A,True
c5bb183769844a86aab654dd70890922,Barry,English,male,N/A,N/A,True
c5bd40a996784b19949005ff3111f4d2,Teresa,English,female,N/A,N/A,True
c5f5df699ca64d8ca27504fc721430de,Imposing Ian,English,male,https://resource.heygen.ai/text_to_speech/kpzA5ugtCwc4WWmvyyWATH.mp3,N/A,True
c65bd88dd28f4ae2b6cb6d8676a41c03,Tariq,English,male,N/A,N/A,True
c69301f2e6b340449ba89a667fd90684,George,English,male,https://static.heygen.ai/instant_avatar/voice_clone/b2c18cc939c84942bddcbad080e9d861/voice_previews/6bf00aae0165437bbe6cf75c1b58fdc7.wav,N/A,True
